slang,formal
liberalism,liberalisme
ligaindonesiabandung,liga indonesia bandung
lrt,light rail transit
liatbudek,lihat budek
liatkan,lihatkan
liatny,lihatnya
liatnye,lihatnya
likhok,likok
liku2kehidupan,liku liku kehidupan
lindes,lindas
lingserwengi,lingsir wengi
linimasa,lini masa
links,link
liputan6sctv,liputan 6 sctv
lho,lo
lhoh,lo
logh,lo
lowh,lo
lombatari,loba tari
lobby,lobi
logic,logika
logik,logika
logika2,logika logika
local,lokal
lokalhangat,lokal hangat
lokalhot,lokal hot
loll,lol
loloas,lolos
lombaketerampilansiswa,lomba keterampilan siswa
loncengbuatsambarcu,lonceng buat sambar cuitan orang
loncengbuatsambarcuitanorang,lonceng buat sambar cuitan orang
longrep,long reply
lou,loud
lov,love
lbp,low back pain
loker,lowongan kerja
loee,lu
luuh,lu
luarr,luar
luarbinasa,luar binasa
luculucuan,lucu lucuan
lihut,luhut
lunaa,luna
lupabolehngawurjangan,lupa boleh ngawur jangan
luth,lut
lutim,luwu timur
mcam,macam
macete,macetnya
masdie,maddie
madepmantebmanetep,madep mantep manetep
madiuntoday,madiun today
mapia,mafia
mafia2,mafia mafia
maah,mah
mahal2,mahal mahal
mahassiswa,mahasiswa
maba,mahasiswa baru
mahatir,mahathir
mahbob,mahbub
mayong,mahyong
mabar,main bareng
maenin,mainkan
maenkan,mainkan
mainin,mainkan
maennya,mainnya
mainya,mainnya
majelisilmu,majelis ilmu
majelistaklim,majelis taklim
majikanya,majikannya
majuo,maju
majuakuakulturkita,maju akuakultur kita
maju2cuma,maju maju cuma
maa,mak
makan2,makan makan
makanan2,makanan makanan
makananya,makanannya
makane,makanya
makax,makanya
mangkannya,makanya
mangkanye,makanya
makasar,makassar
maqbul,makbul
macik,makcik
mahluq,makhluk
mahluk2,makhluk makhluk
makhluk2,makhluk makhluk
maki2,maki maki
maklumin,maklumkan
maximal,maksimal
maksudkn,maksudkan
maksudnyaa,maksudnya
maksufnya,maksudnya
maksutnya,maksudnya
mall,mal
maljum,malam jumat
malaisia,malaysia
malaysiabaharu,malaysia baru
malaysiamemilih,malaysia memilih
maletrip,male trip
maling2,maling maling
malu2,malu malu
malukuhebat,maluku hebat
malukuutara,maluku utara
mamih,mama
mahmuda,mama muda
mahmudah,mama muda
mamputetapi,mampu tetapi
mampos,mampus
mampuss,mampus
mampuuss,mampus
mampuy,mampus
mana√∞,mana
manatuh,mana itu
mana2,mana mana
manash,mana sih
management,manajemen
mbs,manajemen berbasis sekolah
manager,manajer
managernyapun,manajernyapun
manapn,manapun
mck,mandi cuci kakus
madnor,mandor
manfaatin,manfaatkan
mangkrakin,mangkrakan
maniax,maniak
manifestobn,manifesto barisan nasional
manis2nya,manis manisnya
manjaa,manja
mantan2nya,mantan mantannya
mantaapp,mantap
mantab,mantap
mantaf,mantap
mantapks,mantap
mantebh,mantap
mantul,mantap betul
mantabkan,mantapkan
manhos,manthous
mantrakerta,mantra kerta
manusie,manusia
manusya2,manusia manusia
mapinfo,map info
marahin,marahi
marbot,marbut
mardanikelimpungan,mardani kelimpungan
marhain,marhaen
mariberteman,mari berteman
marianusemi,marianu semi
mabes,markas besar
mapolrestabes,markas kepolisian resor kota besar
mako,markas komando
marketupdate,market update
maz,mas
mas2,mas mas
mase,masa
masela,masa
masadepaan,masa depan
masalalunya,masa lalunya
macak,masak
masalh,masalah
masalah2nya,masalah masalahnya
masup,mashup
maaih,masih
mash,masih
masi,masih
masih√¢¬ minim,masih minim
masdjid,masjid
masjid2,masjid masjid
masnyaahh,masnya
massageboy,massage boy
masu,masuk
masuk2,masuk masuk
masukim,masukan
masukkan,masukan
masukulah,masuklah
massya,masya
mashaallah,masyaallah
masaikh,masyaikh
masjarakat,masyarakat
masy,masyarakat
masyrakat,masyarakat
mea,masyarakat ekonomi asean
mata2,mata mata
matanajwa,mata najwa
matanajwadebatjakarta,mata najwa debat jakarta
mapel,mata pelajaran
matapelajaran,mata pelajaran
matalu,matamu
matane,matanya
matrial,material
mati2an,mati matian
matiin,matikan
maok,mau
mauk,mau
mauyang,mau yang
mawaslahdirisebelumbertindak,mawaslah diri sebelum bertindak
maxx,max
mayday2018,mayday 2018
maijen,mayjen
mayjen,mayor jenderal
majority,mayoritas
mayorita,mayoritas
mbaku,mbakku
mbaknyah,mbaknya
mbangunjatengmuktibareng,mbangun jateng mukti bareng
mcd,mc donalds
mediaindonesia,media indonesia
media2,media media
mcu,medical check up
maininnya,memainkannya
makanin,memakan
makiin,memaki
maluiin,memalukan
manggil2,memanggil manggil
manggilnya,memanggilnya
mangku,memangku
manjangin,memanjangkan
masang,memasang
mastiin,memastikan
mateni,mematikan
mbaca,membaca
mbangun,membangun
mbantu,membantu
mbatin,membatin
mambiadabkan,membiadabkan
m3nang,menang
mdatangkan,mendatangkan
medekati,mendekati
marit,menikah
manjadi,menjadi
manurun,menurun
medeka,merdeka
mecin,micin
mangondow,mongondow
manufikun,munafik
lmusikindonesiajuara,musik indonesia juara
mca,muslim cyber army
mbml,my bos my love
lider,pemimpin
leadny,pemimpinnya
linmas,perlindungan masyarakat
lieur,pusing
maken,semakin
lepastu,setelah itu
mbelek,tai
makaih,terima kasih
ktipu,tertipu
kw3,tiruan ketiga
matlam,tujuan
matlamat,tujuan
kwkwkw,wkwk
kwkwkwkkw,wkwk
kwkwkwkw,wkwk
kwkwkwkwk,wkwk
kwkwkwkwkw,wkwk
kwwkwkwkwkwkwkwkkw,wkwk
medsosan,bermedia sosial
melu,ikut
meneh,lagi
mejik,magic
mekah,makkah
mekkah,makkah
mee,me
medsos,media sosial
mefsod,media sosial
medsos2,media sosial media sosial
medsosnya,media sosialnya
megap2,megap megap
megawatu,megawati
meikerta,meikarta
meikartagate,meikarta gate
melaks,melaksanakan
melaksakan,melaksanakan
melaui,melalui
melampau2,melampau lampau
melecekan,melecehkan
meleduk,meledak
meledakan,meledakkan
melwati,melewati
melipiirr,melipir
meluluk,melulu
meluruskn,meluruskan
memaikan,memainkan
memaksan,memaksakan
memkasakan,memaksakan
menalukan,memalukan
membangunkankan,membangunkan
membata,membatalkan
membatalan,membatalkan
membentuk√¢,membentuk
memberikab,memberikan
membrikan,memberikan
memeberikan,memberikan
memberitau,memberitahu
membleh,memble
memblow,memble
membikin,membuat
membukat,membuka
memerdulikan,memedulikan
memperdulikan,memedulikan
meki,memek
memekin,memek
mememk,memek
memekbasah,memek basah
memekbece,memek becek
memekbecek,memek becek
memekjanda,memek janda
memekmerah,memek merah
mencarin,memencarkan
mempercayai,memercayai
memperkosa,memerkosa
mempesona,memesona
memfitna,memfitnah
memelih,memilih
memil,memilih
meminta2,meminta minta
mempolisikan,memolisikan
memory,memori
memposisikan,memosisikan
memperbaikin,memperbaiki
mempergunaakan,mempergunakan
memerhati,memperhatikan
mempermain,mempermainkan
mempersoal,mempersoalkan
mempraktekannya,mempraktikannya
mempublikasikan,memublikasikan
memuja2,memuja muja
memuji2,memuji muji
menafikkan,menafikan
menafairkan,menafsirkan
menaikan,menaikkan
menakut2i,menakut nakuti
menampakan,menampakkan
menasihat,menasihati
mencak2,mencak mencak
mencalon,mencalonkan
mencintaikaryaanakbangsa,mencintai karya anak bangsa
mendadakkalap,mendadak kalap
mendsr,mendasar
memmboost,mendorong
menegakan,menegakkan
menelfon,menelepon
menarapkan,menerapkan
memg,meng
mengadobsi,mengadopsi
megecam,mengecam
memengusir,mengusir
menayukuri,mensyukuri
menag,menteri agama
menagama,menteri agama
mendagri,menteri dalam negeri
mendikbud,menteri pendidikan dan kebudayaan
mendag,menteri perdagangan
menaker,menteri tenaga kerja
memetwit,mentwit
megangin,memegang
woww,wow
aminn,amin
met,selamat
netaas,menetas
keberpa,keberapa
eeeehhhh,eh
kata2nyaaa,kata-katanya
hallo,halo
kaka,kakak
ka,kak
daah,dah
aaaaahhhh,ah
yaa,ya
smga,semoga
slalu,selalu
amiin,amin
kk,kakak
trus,terus
kk,kakak
sii,sih
nyenengin,menyenangkan
bgt,banget
gemess,gemas
akuuu,aku
jgn,jangan
yaa,ya
udah,sudah
gitu,begitu
aja,saja
gemesiin,menggemaskan
menyenangkn,menyenangkan
rb,ribu
akau,aku
saranin,menyarankan
nemuin,menemukan
yah,ya
met,selamat
mnis2nya,manis-manisnya
gtu,begitu
tu,itu
idolaa,idola
bangett,banget
kaakk,kak
baaiikkk,baik
telaatt,telat
kaak,kak
yg,yang
lg,lagi
skarang,sekarang
yg,yang
sempet,sempat
karna,karena
ngga,enggak
karna,karena
mantep,mantap
loohhh,loh
yeee,ya
baguuuuus,bagus
sampe,sampai
ngikutin,mengikuti
gayany,gayanya
ngikutin,mengikuti
lg,lagi
bnk,bang
awaas,awas
siip,sip
abizzzz,habis
kerrrrennnn,keren
sayaa,saya
pengen,pengin
kpan,kapan
bgt,banget
sma,sama
sdkit,sedikit
bngt,banget
lgu,lagu
bener2,benar-benar
kharismanya,karismanya
aq,aku
yg,yang
jdi,jadi
lgi,lagi
gk,enggak
kek,kayak
lgunya,lagunya
kpan,kapan
kereeeeennnn,keren
nyamain,menyamakan
slalu,selalu
lakik,laki
siippp,sip
bkn,bukan
nyangka,menyangka
bangettt,banget
kereeen,keren
wihhhhhh,wih
tp,tapi
inget,ingat
bingitsss,banget
dmn,dimana
bird,biru
kaloo,kalo
gimna,bagaimana
tuuh,tuh
nyebur,mencebur
yng,yang
dbuat,dibuat
kn,kan
org,orang
pingin,pengin
bgt,banget
tu,itu
bangcat,bangsat
yha,ya
waoohhh,wah
pngn,pengin
tmpt,tempat
dhe,deh
indahhh,indah
bgttt,banget
tuhh,tuh
berarto,berarti
ga,enggak
aminn,amin
aamiin,amin
amiiinn,amin
dgn,dengan
aminnnn2,amin-amin
amiin,amin
aamiin,amin
amiiiin,amin
amiin,amin
aminnn,amin
amiend,amien
yaaa,ya
ameen,amin
aminnnn,amin
amiiinnn,amin
kek,kayak
ngomong,mengomong
inget,ingat
mamer,memamerkan
keles,kali
jelase,jelas
liat,lihat
uwakk,uwak
ntar,entar
bs,bisa
gini,begini
jgn,jangan
sampe,sampai
aq,aku
salfok,salah fokus
njir,anjir
piiink,pink
astgfrullah,astagfirullah
ko,kok
cd,celana dalam
gbs,enggak bisa
bhs,bahasa
yaaaaaa,ya
gak,enggak
bangshad,bangsat
yaa,ya
stagahhhh,astaga
kpn,kapan
iooo,lo
dy,dia
d,ada
mslh,masalah
qt,kita
jdi,jadi
plampiasannn,pelampiasan
masalahh,masalah
tohh,toh
inghinn,ingin
dhi,di
mengherthii,mengerti
yanckh,yang
chelalyyu,selalu
therchakitty,tersakiti
mauuuuu,mau
kaliii,kali
bangat,banget
bkin,bikin
dongg,dong
yokkk,yuk
gini,begini
yu,yuk
sweger,segar
kereeen,keren
gantengg,ganteng
bingiit,banget
gak,enggak
kebukaaa,terbuka
tpi,tapi
keliatan,kelihatan
yakk,ya
kayakk,kayak
asliii,asli
kyk,kayak
cntiknya,cantiknya
bat,banget
ga,enggak
ngeliatnya,melihatnya
sll,selalu
bet,banget
njerr,anjir
bingiiittttzzzz,banget
bgt,banget
k,kak
klo,kalo
lg,lagi
dooong,dong
masi,masih
gni,begini
kek,kayak
gini,begini
aja,saja
udah,sudah
hdk,hendak
yg,yang
jugaa,juga
mksud,maksud
aj,saja
tetep,tetap
tp,tapi
mbakx,mbaknya
syantik,cantik
syantik,cantik
kite,kita
pa,apa
mksd,maksud
bejilbbnya,berjilbabnya
masio,masih
yahhh,ya
makasih,terima kasih
leh,boleh
ugaaa,juga
yah,ya
jerewi,jerawat
ilang,hilang
jilbabnyaah,jilbabnya
kek,kayak
yuuuk,yuk
warnaaa,warna
punyaaa,punya
cantiik,cantik
sukaaak,suka
kebayanyaa,kebayanya
mantes,memantas
merekaaaa,mereka
jugaaa,juga
gilaaaa,gila
tiga2nya,tiga-tiganya
lucuu,lucu
emessss,gemas
ucullllll,lucu
jdi,jadi
males,malas
bangeettt,banget
gemesshh,gemas
ngomong,mengomong
apaaa,apa
ampuunn,ampun
pengen,pengin
ciuuuummmm,cium
mbil,sambil
ngmng,mengomong
ngemeng,mengomong
epe,apa
seehh,sih
yank,sayang
ucul,lucu
yahh,ya
kek,kayak
gw,gue
lucuu,lucu
ngakak,mengakak
astagfirrullah,astagfirullah
bkn,bukan
tpi,tapi
suerrr,suer
gk,enggak
mnta,minta
lg,lagi
syg,sayang
ntik,cantik
pny,punya
dapet,dapat
kek,kayak
gini,begini
suru,suruh
lucuuuu,lucu
ketawakkkk,ketawa
kyanya,kayanya
bnget,banget
nakutin,menakutkan
malingg,maling
cocokk,cocok
niihh,nih
imutttttt,imut
satuuuuu,satu
sesekk,sesak
nafass,nafas
bgtt,banget
cintaaaaaaa,cinta
lucuk,lucu
lucuk,lucu
ma,sama
duluu,dulu
megang,memegang
ngakak,mengakak
kawinin,mengawini
liatin,memperlihatkan
ny,nya
d,di
bdan,badan
nyaaa,nya
gemesin,menggemaskan
daah,dah
fotoin,memfoto
ngaku,mengaku
kaaa,kak
ganteng2,ganteng-ganteng
pcarny,pacarnya
kri,kiri
knpa,kenapa
pda,pada
cmn,cuman
gara2,gara-gara
garuk2,garuk-garuk
tembokk,tembok
namax,namanya
kiriii,kiri
kyk,kayak
bungkusin,bungkuskan
atu,satu
dehhhh,deh
dongg,dong
kakk,kak
ngegantiin,menggantikan
alloh,allah
smpe,sampai
msh,masih
trsa,terasa
khadirannya,kehadirannya
fikiran,pikiran
hayalanku,khayalanku
bru,baru
nton,menonton
jdi,jadi
ngapain,mengapai
yaa,ya
surgaa,surga
kangenn,kangen
kgn,kangen
kakkkkk,kak
rinduuuuuuuuu,rindu
ninggalin,meninggalkan
smg,semoga
terangkhn,terangkan
bgtttt,banget
knp,kenapa
tuk,untuk
slama,selama
orng,orang
bngunlah,bangunlah
k,kak
bngun,bangun
ea,ya
qu,ku
hiri,hari
klo,kalo
"teman""ny,teman-temannya"
gtu,begitu
aza,saja
dr,dari
"teman""ny,teman-temannya"
ny,nya
alm,almarhum
skrg,sekarang
knpa,kenapa
sie,sih
benet,benar
bangetttt,banget
tuu,tuh
skrang,sekarang
gda,enggak ada
trus,terus
gantiin,menggantikan
sma,sama
jdi,jadi
gak,enggak
kta,kata
kklau,kalau
d,di
acra,acara
gk,enggak
sma,sama
kasian,kasihan
bangett,banget
yaaa ,ya
bnerr,benar
emk,emak
temenn,teman
pngenn,pengin
terkenall,terkenal
ajhh,saja
gk,enggak
sungguh2,sungguh-sungguh
mnjadi,menjadi
shbt,sahabat
k,kak
bner,benar
bgt,banget
ktny,katanya
shbt,sahabat
skrg,sekarang
pda,pada
dimusiumin,dimuseumkan
ga,enggak
bntu,bantu
pda,pada
dlu,dulu
klo,kalo
gda,enggak ada
pda,pada
udh,sudah
pda,pada
kangem,kangen
amiiin,amin
smua,semua
slmt,selamat
jln,jalan
"mudh""an,mudah-mudahan"
tenny,tenang
d,di
sdh,sudah
yg,yang
tnya,tanya
blm,belum
td,tadi
sblm,sebelum
yah,ya
bole,boleh
lahhh,lah
tp,tapi
blm,belum
dapet,dapat
maap,maaf
gk,enggak
cm,cuma
syg,sayang
kmrn,kemarin
wkt,waktu
d,di
ama,sama
ak,aku
lht,lihat
biasa2,biasa-biasa
mnrtkuu,menurutku
trs,terus
ikutin,mengikuti
jdwl,jadwal
yaaa,ya
jgn,jangan
wajiiib,wajib
aaaammmiiiinnnn,amin
dtnggu,ditunggu
yah,ya
jan,jangan
kunjungin,kunjungi
lagiiii,lagi
waktunyaaa,waktunya
diluangin,diluangkan
yaa,ya
makasih,terima kasih
jga,juga
mimin,admin
istimewaaa,istimewa
blom,belum
sempet,sempat
nangis,menangis
karna,karena
"ngaku"",mengaku-ngaku"
diaa,dia
donkk,dong
gak,enggak
kejawab,terjawab
yaaaa,ya
seru2an,seru-seruan
mohom,mohon
kebalas,terbalas
yaaa,ya
ikutin,ikuti
nyempetin,menyempatkan
wktunya,waktunya
kaaaa,kak
nyempetin,menyempatkan
ngobrol,mengobrol
bangett,banget
namain,menamai
bls,balas
ijap,ijab
kobul,kabul
dgn,dengan
co,cowok
pst,pasti
inggat,ingat
brdua,berdua
masing2,masih
sdh,sudah
pny,punya
brdua,berdua
sanggat,sangat
siipp,sip
laa,lah
dlm,dalam
hdup,hidup
hdp,hidup
trus,terus
kedpan,kedepan
smoga,semoga
mndaptkan,mendapatkan
yng,yang
"nutup""in,menutup-nutupi"
liatin,perlihatkan
iyah,iya
sja,saja
kakkk,kak
za,saja
mulut2,mulut-mulut
peengn,pengin
tuch,tuh
muantteepp,mantap
cpt,cepat
mrit,merit
y,ya
ngapasih,mengapa sih
ni,ini
segitunya,sebegitunya
fto,foto
pke,pakai
males,malas
sisain,menyisakan
slamt,selamat
nantiii,nanti
edaaan,edan
emg,memang
bener2,benar-benar
tunggu2,tunggu-tunggu
sehat2,sehat-sehat
ciyeeeeeee,cie
pantes,pantas
lairannya,kelahirannya
jmnya,jamnya
ajha,saja
ama,sama
nyaaaa,nya
nyari,mencari
amiien,amien
smoga,semoga
terbaikkk,terbaik
ayahh,ayah
ntar,entar
ae,saja
ndak,indak
ngerti,mengerti
mrekaaaa,mereka
yaampuuuunnnn,ya ampun
yha,ya
nyanyiin,menyanyikan
ahhh,ah
bnget,banget
pgen,pengin
hdk,hendak
tempt,tempat
ny,nya
kh,kah
hdk,hendak
bgini,begini
aq,aku
brani,berani
gak,enggak
km,kamu
aq,aku
jalan2,jalan-jalan
yaaa,ya
asyikkkkk,asyik
iriiiii,iri
ngajak,mengajak
yakk,ya
naaaaahh,nah
kka,kakak
jgn,jangan
yak,ya
ttep,tetap
sperti,seperti
jrang,jarang
msuk,masuk
gossip2.an,gosip-gosipan
makkk,mak
ngapain,mengapai
guee,gue
pengennn,pengin
ntar,entar
yeee,ya
klo,kalo
udh,sudah
gilzz,gila
nyaru,menyaru
aja,saja
kk,kakak
gilaaa,gila
jd,jadi
kebarat2an,kebarat-baratan
ohh,oh
mantabs,mantab
jgan,jangan
mlu,malu
payahh,payah
ntaf,mantap
beneran,benaran
"mudah""n,mudah-mudahan"
trus,terus
gada,enggak ada
yg,yang
gada,enggak ada
yg,yang
milikin,memiliki
kamo,kamu
inih,ini
tuhh,tuh
suru,suruh
syantik,cantik
sukaaaa,suka
sukaaaaaa,suka
kirain,mengira
mehoonggggg,mahal
apikkkk,apik
yach,ya
kereenn,keren
ginii,begini
ayoook,ayo
yoiii,yoi
gituuu,begitu
iyaaa,iya
pgn,pengin
liptsk,lipstik
dr,dari
nyeplak,menjiplak
bgt,banget
kyk,kayak
cw,cewek
cw,cewek
kmarin,kemarin
mengncang,mengencang
tauu,tau
ksh,kasih
skrng,sekarang
mksh,terima kasih
gara2,gara-gara
ank,anak
skitar,sekitar
ktmu,ketemu
sma,sama
tmen,teman
skrg,sekarang
dlu,dulu
skrg,sekarang
ats,atas
donk,dong
heii,hai
yg,yang
diputusin,diputuskan
pcrnya,pacarnya
gara2,gara-gara
mnjual,menjual
ngadain,mengadakan
ga,enggak
nyangka,menyangka
kkak,kakak
rekomendasiin,merekomendasikan
sihhh,sih
cooocok,cocok
mrip,mirip
bgt,banget
sma,sama
mama.nyy,mamanya
wkt,waktu
lht,lihat
gak,enggak
bosenin,membosankan
kmu,kamu
bukn,bukan
sey,sih
yng,yang
cantikkk,cantik
banger,banget
kaa,kak
bngt,banget
eakyu,waktu
cntik,cantik
ama,sama
amiiin,amin
kakanya,kakaknya
doeloe,dulu
kk,kakak
cantikkkk,cantik
bngtt,banget
udh,sudah
iyak,iya
malh,malah
mlah,malah
kk,kakak
ngak,enggak
laki2,laki-laki
gag,enggak
fhotonya,fotonya
bleh,boleh
km,kamu
brp,berapa
tnggl,tanggal
brp,berapa
tanteny,tantenya
ky,kaya
qt,kita
dlu,dulu
sklinyaa,sekalinya
ayoo,ayo
km,kamu
bs,bisa
jd,jadi
kk,kakak
yah,ya
w,gue
dramaa,drama
niiih,nih
bisaa,bisa
lha,lah
dunk,dong
lihaat,lihat
yuwkkk,yuk
nnti,nanti
editannn,editan
mw,mau
thu,tuh
mai,mau
kamuu,kamu
pastii,pasti
bisaaa,bisa
kejuu,keju
kereen,keren
nama.a,namanya
kmauan,kemauan
ayoo,ayo
ahhhh,ah
yuuuuk,yuk
dmana,dimana
disiniii,disini
cobaa,coba
bayangin,bayangkan
yaudh,ya sudah
bayangin,bayangkan
dl,dulu
ajaaa,saja
tuhhh,tuh
amploppp,amplop
mo,mau
kek,kayak
gini,begini
yaaa,ya
sayangg'',sayang-sayang
nantii,nanti
aminnnn,amin
aminnnnn,amin
gakuat,enggak kuat
yukkkk,yuk
nged,banget
nantik,nanti
ksitu,kesitu
yng,yang
bangeett,banget
slalu,selalu
liad,lihat
kluarga,keluarga
biasahhh,biasa
bgt,banget
sma,sama
kluarga,keluarga
ama,sama
tutorialx,tutorialnya
pke,pakai
yg,yang
dpke,dipakai
kk,kakak
dpke,dipakai
donk,dong
yank,sayang
liat,lihat
fhoto,foto
kerenn,keren
binggo,banget
rekomndd,rekomendasi
donk,dong
dmn,dimana
pngn,pengin
bli2n,beli-belikan
bwt,buat
wado,waduh
guaa,gua
yaakkk,ya
bangetttttyt,banget
bangettttt,banget
bangg,bang
kangeeeeeeeeennnnnnnn,kangen
kaliannnnnn,kalian
rinduuuuuuuuuu,rindu
kangennnnnmnnnnnnnnnnnnnnnnn,kangen
kaliannnnnm,kalian
kangeeeeeeeeeeennnnn,kangen
kangennnnnnnnnnnnnnnn,kangen
kangennn,kangen
kaliannnnnnn,kalian
th2,tahun-tahun
smoga,semoga
dl,dulu
smpt,sempat
blg,bilang
trserah,terserah
ad,ada
yg,yang
d,di
cwo,cowok
trus,terus
prnah,pernah
blg,bilang
lg,lagi
wlwpun,walaupun
trpsah,terpisah
klw,kalau
mmg,memang
alloh,allah
prsatukn,persatukan
mmg,memang
sdh,sudah
klw,kalau
g,enggak
slh,salah
